ID,Sentence DE,MOS,Sentence EN
189,"Nach chemischer Härtung des Rußes war er in der Lage, auf galvanoplastischem Wege ein Zink-Positiv und von diesem ein Negativ der Platte anzufertigen, das als Stempel zur Pressung beliebig vieler Positive genutzt werden konnte – die Schallplatte war erfunden.",4.7,"After chemically hardening the soot, he was able to produce a zinc positive by galvanoplastic means and from this a negative of the record, which could be used as a stamp for pressing any number of positives - the record was invented."
190,"Am 4 Mai 1887 wurde Berliner für seine Idee das US-Patent No372,786 erteilt; kurioserweise fast zeitgleich mit der Erteilung des Patents für Edisons Phonographen.",3.2,"On May 4, 1887, Berliner was granted U.S. Patent No372,786 for his idea; curiously, almost simultaneously with the granting of the patent for Edison's phonograph."
193,November des gleichen Jahres vorgestellt; die frühesten zu Demonstrationszwecken angefertigten Zinkplatten hatten einen Durchmesser von 28 cm und bei etwa 30 min?1 eine Spieldauer von vier Minuten.,3.555555556,Presented November of the same year; the earliest for demonstration purposes. made zinc plates had a diameter of 28 cm and at about 30 min?1 a playing time of four minutes.
194,"In den folgenden Monaten entwickelte Berliner in Zusammenarbeit mit dem Techniker Werner Suess sein Verfahren weiter, indem er das rußbeschichtete Glas durch eine mit Wachs überzogene Zink- oder Kupferplatte ersetzte.",4.111111111,"In the following months Berliner, in collaboration with the technician Werner Suess, further developed his process by replacing the soot-coated glass with a wax-coated zinc or copper plate."
195,"Nach der Gravur der Schallrille in die Wachsschicht wurde die Platte einem Säurebad ausgesetzt, das die noch mit Wachs bedeckten Teile der Platte nicht angriff, die freigelegten Rillen aber in das Metall einätzte, so dass nach Entfernung des Wachses eine haltbare metallene Urplatte entstand, die zur Herstellung der Pressmatrizen verwendet werden konnte.",4.692307692,"After engraving the sound groove in the wax layer, the plate was exposed to an acid bath that did not attack the parts of the plate still covered with wax, but etched the exposed grooves into the metal, so that after removing the wax, a durable metal master plate was created that could be used to make the pressing dies."
197,Der zeittypischen Vorliebe für Gräzismen folgend nannte er es Grammophon (sinngemäß: „geschriebener Laut“).,4.25,"Following the period-typical preference for Greekisms, he called it a gramophone (mutatis mutandis: ""written sound"")."
198,"Im August 1888 begann er erstmals, die eigentlich von Anfang an vorgesehene Vervielfältigung seiner Zinkplatten durch Pressen der Negative in weiches Material zu erproben.",3.666666667,"In August 1888, he first began to test the reproduction of his zinc plates by pressing the negatives into soft material, which had actually been planned from the beginning."
199,"Zunächst verwendete er als Pressmasse Zelluloid, das er unmittelbar vom Erfinder dieses Werkstoffs, John W Hyatt, bezog und das sich bald als technisch ungeeignet erwies.",3.666666667,"At first he used celluloid as the pressing compound, which he obtained directly from the inventor of this material, John W Hyatt, and which soon proved to be technically unsuitable."
201,"Im Juli 1889 kam Berliner aufgrund materialkundlicher Versuche zu dem Schluss, dass vulkanisiertes Hartgummi als Pressmaterial die günstigsten Eigenschaften aufweise, und erachtete seine Erfindung für ausgereift genug, um den Beginn der Serienproduktion einzuleiten.",4.8,"In July 1889, on the basis of material science tests, Berliner came to the conclusion that vulcanised hard rubber had the most favourable properties as a moulding material and considered his invention to be mature enough to initiate the start of series production."
202,"Ein Spielwürfel, umgangssprachlich einfach (wie auch ursprünglich) Würfel (von althochdeutsch wurfil: verwandt mit Wurf und werfen), ist ein Gegenstand, der nach einem Wurf auf einer waagerechten Ebene eine von mehreren unterscheidbaren stabilen Ruhelagen einnimmt und in vielen Spielen zum Erzeugen eines zufälligen Symbols (oft einer Zufallszahl) dient.",5.0,"A game cube, colloquially simply (as well as originally) dice (from Old High German wurfil: related to throw and throwing), is an object that, after being thrown on a horizontal plane, assumes one of several distinguishable stable rest positions and is used in many games to generate a random symbol (often a random number)."
204,Dieses Symbol gilt dann als Ergebnis des Wurfes.,1.714285714,This symbol then counts as the result of the roll.
205,"Die mit Abstand meistverbreiteten Spielwürfel sind jene mit den Ziffern 1 bis 6 oder entsprechend vielen Punkten, den Augen, beschriftete Kuben oder Hexaeder.",2.875,"By far the most common playing dice are those with the numbers 1 to 6 orcorresponding to many points, the eyes, labeled cubes or hexahedra."
206,"Im Alltag sind mit dem Begriff Würfel meist nur diese Sechsseiter gemeint, und so wurde der Name für den geometrischen Körper übernommen.",3.0,"In everyday life, the term cube usually refers only to these six-pieces, and so the name was adopted for the geometric solid."
207,"Jedoch existieren viele andere, im Folgenden ebenfalls beschriebene Würfel.",2.1,"However, many other cubes also described below exist."
208,"Regelmäßige Benutzer unterschiedlicher Würfeltypen bezeichnen diese häufig mit der Abkürzung W, oder auch d für englisch dice (Einzahl auch die), gefolgt von der Angabe der Seitenanzahl, also W6 oder D6 für sechsseitige, W10, W20, W30 für zehn-, zwanzig- und dreißigseitige Spielwürfel.",4.3,"Regular users of different types of dice often refer to them by the abbreviation W, or d for English dice (singular also die), followed by the number of sides, i.e. W6 or D6 for six-sided, W10, W20, W30 for ten-, twenty- and thirty-sided playing dice."
209,"In Würfelspielen sind Würfel das zentrale Spielelement, es zählen nur der Vergleich der Würfelergebnisse selbst oder direkt mit ihnen zusammenhängendes Taktieren.",3.25,"In dice games, dice are the central game element; only the comparison of the dice results themselves or directly related tactics count."
211,Viele Glücksspiele fallen in diese Kategorie.,1.5625,Many games of chance fall into this category.
212,"Bekannte Beispiele im Freizeitbereich sind etwa Kniffel oder Zehntausend, bei denen jeweils bestimmten Augenkombinationen unterschiedlich viele Punkte zugeordnet sind.",3.176470588,"Well-known examples in the leisure area are for example Kniffel or Zehntausend, in which in each case certain eye combinations are assigned different numbers of points."
213,"In Kasinos verbreitet sind unter anderem Craps und Sic Bo, bei denen auf die Ergebnisse einzelner Würfe gewettet wird.",2.7,"Common casino games include craps and sic bo, which involve betting on the results of individual rolls."
214,"Darüber hinaus sind Würfel in einer Vielzahl von Brettspielen bedeutend, um etwa die Bewegungsgeschwindigkeit von Spielfiguren oder den Ausgang von Zufallsereignissen zu bestimmen.",4.0,"In addition, dice are important in a variety of board games, for example to determine the speed of movement of game pieces or the outcome of random events."
215,Auch hier kommen in erster Linie Sechsseiter zum Einsatz.,1.555555556,"Here, too, six-pieces are used in the first instance."
216,"Verwendung finden Würfel in Rollenspielen, bei denen sich in den letzten Jahrzehnten die Verwendung einer Vielzahl weiterer Würfel mit anderen Seitenzahlen durchgesetzt hat, um die Zufallsentscheidungen flexibler und vielfältiger zu gestalten.",4.1,"Dice are used in role-playing games, where the use of a variety of other dice with different page numbers has become common in recent decades to make random decisions more flexible and varied."
217,"Ein eher seltenes, komplett auf Würfel als Spielmaterial setzendes Spielprinzip ist das der Sammelwürfelspiele, bei denen man analog zu Sammelkartenspielen eine Vielzahl von Würfeln käuflich erwerben und taktisch einsetzen muss.",4.555555556,"A rather rare game principle that relies entirely on dice as game material is that of collectible dice games, in which, analogous to collectible card games, one must purchase a large number of dice and use them tactically."
218,Der bekannteste Vertreter ist Dragon Dice.,2.153846154,The best known representative is Dragon Dice.
219,"In allen diesen Bereichen gibt es neben dem einfachen Wurf eines Würfels auch Gelegenheiten, bei denen mehrere Würfel gleichzeitig zu werfen sind.",3.4,"In all of these areas, in addition to the simple roll of a die, there are occasions when multiple dice must be rolled simultaneously."
220,"Dabei können die Ergebnisse addiert werden (eine Waffe in einem Rollenspiel richtet soviel Schaden an, wie zwei Würfel zusammen anzeigen) oder als Ensemble betrachtet werden (bei vielen Brettspielen folgen besondere Aktionen, wenn mehrere Würfel die gleiche Zahl zeigen, bei einem sogenannten Pasch).",5.5,"The results can be added together (a weapon in a role-playing game does as much damage as two dice show together) or considered as an ensemble (in many board games, special actions follow when several dice show the same number, in a so-called double)."
221,"Um das Werfen mehrerer Würfel zu vereinfachen, Schummeln durch Trickwürfe zu vermeiden oder das Ergebnis vor anderen Spielern zu verbergen, kommen Würfelbecher (Knobelbecher genannt) zum Einsatz.",4.428571429,"To simplify the throwing of multiple dice, to avoid cheating by trick rolls or to hide the result from other players, dice cups (called Knobelbecher) are used."
223,Dies soll das Wurfergebnis unabhängig von der ursprünglichen Lage der Würfel machen.,3.277777778,This is to make the result of the throw independent of the original position of the dice.
224,Dem gleichen Zweck dient der Würfelturm.,2.0,The dice tower serves the same purpose.
225,"Um laute Aufprallgeräusche und ein Wegrollen der Würfel zu vermeiden, wird manchmal ein gepolstertes und berandetes Brett (Würfelbrett oder Würfelteller genannt) eingesetzt.",4.5,"To avoid loud impact noises and rolling of the dice, a padded and edged board (called a dice board or dice plate) is sometimes used."
226,"Statt mit ihnen zu würfeln, also Zufallsergebnisse zu erzeugen, können Würfel gezielt auf bestimmte Werte gedreht und so zu deren Anzeige genutzt werden.",3.666666667,"Instead of rolling dice with them, i.e. generating random results, dice can be specifically rotated to certain values and thus used to display them."
228,Würfel werden auch beim Geschicklichkeitsspiel Dice Stacking verwendet.,3.8,Dice are also used in the skill game Dice Stacking.
229,"Als Zufallsgenerator eingesetzt, wird von einem Würfel üblicherweise eine Gleichverteilung der möglichen Ergebnisse erwartet.",4.0,"Used as a random number generator, a dice is usually expected to have an equal distribution of possible outcomes."
231,"Dann nennt man den Würfel einen fairen, idealen oder echten Würfel oder – nach Pierre-Simon Laplace, der an der Gleichverteilung forschte – einen Laplace-Würfel.",3.538461538,"Then the cube is called a fair, ideal, or true cube, or-after Pierre- Simon Laplace, who did research on the uniform distribution-a Laplace cube."
232,"Bei der Fertigung des Würfels treten immer Abweichungen auf (siehe Herstellung), durch die der Würfel nicht ganz ideal ist.",2.933333333,"During the production of the cube, deviations always occur (see production), through which the cube is not quite ideal."
233,Für hochwertige Würfel kann man diese aber sehr gering halten.,1.428571429,"But for high quality dice, you can keep it very low."
234,"Wenn man von diesen Abweichungen absieht, dann ist Idealität eine Eigenschaft des Bauplans des Würfels, also unter anderem seiner geometrischen Form.",4.333333333,"Leaving aside these deviations, ideality is a property of the construction plan of the cube, that is, among other things, of its geometrical form."
235,"Der Bauplan ist genau dann ideal, wenn die Ruhepositionen des Würfels aufgrund seiner Symmetrie erst durch eine Beschriftung unterscheidbar werden.",4.0,"The construction plan is ideal exactly when the rest positions of the cube, because of its symmetry, become distinguishable only by a label."
236,Ein Würfel wird meistens nach einem konvexen Polyeder gestaltet.,2.555555556,A cube is usually designed according to a convex polyhedron.
237,"Ein solches ist genau dann ideal, wenn seine Flächen alle die gleiche Form und Größe haben, und wenn man zwei Flächen nicht anhand ihrer relativen Position zu den anderen Flächen unterscheiden kann.",3.888888889,"Such a one is ideal exactly when its faces all have the same shape and size, and when two faces cannot be distinguished by their relative position to the other faces."
238,"Diese Bedingung erfüllen nur die fünf platonischen Körper, die catalanischen Körper, und gewisse Verzerrte dieser beiden Klassen, sowie Spindeln und Walzen.",4.2,"This condition is fulfilled only by the five Platonic bodies, the Catalan bodies, and certain distorted ones of these two classes, as well as spindles and rollers."
239,Nebenbei werden diese Formen wegen ihrer Symmetrie als besonders ästhetisch empfunden.,2.555555556,"Besides, these forms are perceived as particularly aesthetic because of their symmetry."
240,"Andere Polyeder haben verschiedene Typen möglicher Landeflächen, wodurch sich deren Landewahrscheinlichkeiten unterscheiden können.",4.181818182,"Other polyhedra have different types of possible landing surfaces, which makes theirLanding probabilities can be distinguished."
241,"Bei einigen Formen kann man versuchen, dies durch die richtige Wahl der Größenverhältnisse auszugleichen, etwa durch Streckung der Seitenflächen beim nebenstehenden Prisma als siebenseitiger Würfel.",4.071428571,"In some shapes one can try to compensate for this by choosing the right proportions, for example by stretching the side faces in the prism shown opposite as a seven-sided cube."
242,"Allerdings können die Landewahrscheinlichkeiten neben der Geometrie noch von anderen Bedingungen abhängen, zum Beispiel von der Reibung zwischen Würfel und Unterlage oder – auch unbeabsichtigt – von der Wurftechnik.",4.0,"However, landing probabilities may depend on other conditions besides geometry, for example, friction between the die and the base or - even unintentionally - the throwing technique."
243,"Wenn man diese Bedingungen nicht vorab kennt oder wenn sie wechseln, dann ist ein genauer Ausgleich von vornherein unmöglich.",3.0,"If one does not know these conditions in advance, or if they change, then an exact balance is impossible from the outset."
244,"Würfel, die auf solchen Körpern beruhen, können deshalb nie wirklich ideal sein.",3.5,Cubes based on such bodies can therefore never be truly ideal.
245,"Weitere Anforderungen sind, dass der Würfel gut – aber nicht zu lange – rollt und dass die Ruhelagen eine gewisse Stabilität aufweisen.",3.3,Other requirements are that the cube rolls well - but not too long - and that the resting positions have some stability.
246,Hierdurch wird die Formgebung weiter eingeschränkt; so sind etwa Würfel mit einer hohen Zahl von Ruhelagen schwerer zu konstruieren.,3.333333333,"This further restricts shaping; for example, cubes with a high number of rest positions are more difficult to construct."
247,"Oft werden die Ecken und Kanten abgerundet, um Rollverhalten und Handhabung zu verbessern.",3.357142857,Often the corners and edges are rounded to improve rolling and handling.
248,"Beim Casinospiel Craps sowie von einigen Rollenspielern ist dies jedoch verpönt, da ungleichmäßige Abrundungen bestimmte Landeflächen bevorzugen könnten.",3.3,"However, this is frowned upon in the casino game of craps, as well as by some role- players, as uneven rounding may favor certain landing areas."
249,"Gelegentlich wird die Wahrscheinlichkeitsverteilung bewusst zugunsten bestimmter Ergebnisse manipuliert, möglichst ohne den Würfel optisch zu verändern, um sich im Spiel einen Vorteil zu verschaffen.",4.307692308,"Occasionally, the probability distribution is deliberately manipulated in favor of certain outcomes, preferably without visually altering the die, in order to gain an advantage in the game."
250,In diesem Fall nennt man den Würfel gezinkt.,3.625,"In this case, the die is called a loaded die."
252,"Zu stark gezinkte Würfel verraten sich durch eine torkelnde Rollbewegung, was beim Einsatz eines Würfelbechers aber nicht auffällt.",3.625,"Dice that are too heavily tipped give themselves away by a staggering rolling motion, but this is not noticeable when using a dice cup."
253,"Eine weitere Möglichkeit ist es, im Inneren des Würfels einen Dauermagneten zu platzieren, um den Würfelwurf bei Bedarf durch einen zweiten Magneten, den man zB unter die Tischplatte hält, zu beeinflussen.",3.2,"Another possibility is to place a permanent magnet inside the cube, in order to influence the throw of the dice if necessary by a second magnet, which one holds e.g. under the table top."
254,"Um das Zinken zu erschweren, werden in Kasinos oft transparente Würfel eingesetzt.",2.909090909,"To make tine more difficult, transparent dice are often used in casinos."
255,"Ein Rasiermesser ist ein sehr scharfes Messer für die Nass-, seltener auch für die Trockenrasur, bestehend aus einer länglichen Stahlklinge und einem Griff.",2.2,"A straight razor is a very sharp knife for wet shaving, rarely also for dry shaving, consisting of an elongated steel blade and a handle."
256,Die Klinge ist zumeist aus nicht rostfreiem Kohlenstoffstahl gefertigt und hohl geschliffen.,3.6,The blade is mostly made of non-stainless carbon steel and hollow ground.
257,"Für den Griff werden Materialien wie Holz, Perlmutt, Horn oder auch Kunststoff verwendet.",1.8125,"For the handle materials such as wood, mother of pearl, horn or even plastic are used."
259,"Rasiermesser dieser Bauart dominierten im 19 Jahrhundert, der „Goldenen Ära“ des Rasiermessers und wurden lange Zeit nur noch von professionellen Barbieren verwendet.",3.1,"Razors of this design dominated in the 19th century, the ""Golden Era"" of the razor and were for a long time only used by professional barbers."
260,Seit einigen Jahren finden Rasiermesser jedoch auch zunehmend im Privatbereich wieder eine wachsende Verwendung.,2.7,"For some years, however, razors are also increasingly in the private sector again a growing use."
261,Im Gegensatz zu Rasierhobeln und Systemrasierern fallen bei einem Rasiermesser nach der Anschaffung keine weiteren Kosten für Wechselklingen an.,3.461538462,"Unlike razors and system razors, a straight razor does not incur any additional costs for replacement blades after purchase."
262,Zudem können mit einem Rasiermesser gründlichere Rasuren erzielt werden.,1.75,"In addition, a closer shave can be achieved with a straight razor."
263,"Jedoch bedarf die Benutzung einer gewissen Übung, um Verletzungen zu vermeiden.",2.5,"However, use requires some practice to avoid injury."
264,"Die Klinge muss vor jeder Rasur auf einem Streichriemen abgeledert und in regelmäßigen Abständen nachgeschliffen werden, um die Schärfe der Schneide zu erhalten.",3.5,The blade must be abgeledert before each shave on a strop and resharpened at regular intervals to maintain the sharpness of the edge.
265,In Abgrenzung zum klassischen Rasiermesser wird ein Rasiermesser mit Wechselklinge als Shavette bezeichnet.,3.25,"In distinction to the classic razor, a razor with interchangeable blade is called a shavette."
266,In Ägypten kam das Rasieren des Gesichts in der Frühdynastischen Periode (3100–2686 v Chr) zunächst bei den oberen Schichten in Mode und verbreitete sich später auch im Rest der Bevölkerung.,3.2,"In Egypt, facial shaving first became fashionable among the upper classes during the Early Dynastic period (3100-2686 BC) and later spread to the rest of the population."
267,Rasiermesser bestanden aus Kupfer oder Bronze.,1.538461538,Razors were made of copper or bronze.
268,"Die Existenz von Barbieren ist durch Grabszenen belegt, so etwa im Grab des Userhet (KV45), eines hohen Beamten der 18 Dynastie (1550–1292 v Chr).",4.214285714,"The existence of barbers is attested by funerary scenes, for example in the tomb of Userhet (KV45), a high official of the 18 Dynasty (1550-1292 BC)."
269,In Europa sind Rasiermesser nachweislich seit der Mittleren Bronzezeit in Gebrauch.,2.125,There is evidence that razors have been in use in Europe since the Middle Bronze Age.
270,"Dabei werden zwei Typen unterschieden, die sich beide vom östlichen Mittelmeerraum aus im übrigen Europa verbreiteten, jedoch zu unterschiedlichen Zeiten.",3.666666667,"Two types are distinguished, both of which spread from the eastern Mediterranean to the rest of Europe, but at different times."
271,"Doppelschneidige Rasiermesser kamen in Mittel- und Westeuropa, einschließlich der britischen Inseln, im 16 Jahrhundert v Chr in Gebrauch, einschneidige Rasiermesser dagegen ausschließlich in Skandinavien im 15 Jahrhundert v Chr.",3.25,"Double-edged razors came into use in central and western Europe, including the British Isles, in the 16th century BC, whereas single-edged razors came into use exclusively in Scandinavia in the 15th century BC."
272,"Die Funktion dieser Messer ist laut Frank Gnegel, Autor einer Kulturgeschichte der Selbstrasur, „durch erhaltene Haarreste an den Schneiden eindeutig belegt“.",3.25,"According to Frank Gnegel, author of a cultural history of self-shaving, the function of these knives is ""clearly proven by preserved hair remains on the cutting edges""."
273,"Dabei hatten Rasiermesser, so Gnegel, „anscheinend zusätzlich eine religiöse oder kultische Funktion, denn sie fanden sich nur in einem Teil der Männergräber und standen offensichtlich nur Familienoberhäuptern oder Personen aristokratischer Herkunft zu“.",4.6,"According to Gnegel, razors ""apparently had an additional religious or cultic function, for they were found in only a portion of the male graves and were evidently available only to heads of families or persons of aristocratic origin""."
274,Zur Zeit des Römischen Reiches unterlag die Verwendung von Rasiermessern der jeweiligen Mode.,3.25,"At the time of the Roman Empire, the use of razors was subject to the respective fashion."
275,"Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v Chr in Rom verbreitet, nachdem P Ticinius Menas einen Barbier aus Sizilien mitgebracht habe, und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.",4.083333333,"The Roman scholar Marcus Terentius Varro writes in his textbook De re rustica that shaving the face did not become widespread in Rome until about 300 BC, after P Ticinius Menas brought a barber from Sicily, and Pliny the Elder writes in his Naturalis historia that Scipio the Younger was the first Roman to shave every day."
276,"Auch im späteren Römischen Reich, insbesondere von der Regierung Hadrians bis zu den späten Severern und von der Herrschaft des Gallienus bis zur Römischen Tetrarchie, war das Rasieren eine selten geübte Praxis.",4.111111111,"In the later Roman Empire, too, especially from the reign of Hadrian to the late Severans and from the reign of Gallienus to the Roman Tetrarchy, shaving was a rarely practiced habit."
277,"Ein Rasiermesser (novacula) gehörte genauso wie ein Kamm (pecten), Spiegel (speculum), Schere (acitia) und Brennschere (calamistrum) zur Standardausstattung eines römischen Barbiers.",3.5,"A razor (novacula) belonged to the standard equipment of a Roman barber, as did a comb (pecten), mirror (speculum), scissors (acitia) and burning scissors (calamistrum)."
278,Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,2.857142857,The knife was sharpened on a stone using oil and stored in a box after use.
279,Laut Plinius dem Älteren wurden Spinnweben zur Versorgung von Schnitten im Gesicht verwendet.,3.666666667,"According to Pliny the Elder, spider webs were used to treat cuts on the face."
280,In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.,4.363636364,Specimens of early folding razors with 12-centimeter-long trapezoidal blades and ivory handles found in Pompeii belonged as luxury objects to the household of higher classes.
281,Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.,3.1,"Since late antiquity, beardlessness was a characteristic of the occidental clergy."
282,Bei den Mönchsorden regelten genaue Vorschriften die Benutzung und Verwahrung der verwendeten Rasiermesser.,3.555555556,"In the monastic orders, precise regulations governed the use and safekeeping of the razors used."
283,Sie wurden in einem geschlossenen Kasten aufbewahrt und von einem eigens hierfür bestimmten Bruder vor der Verwendung geschärft.,3.2,They were kept in a closed box and sharpened by a specially appointed brother before use.
284,"Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.",3.846153846,"For shaving, the monks divided into pairs, with one monk holding the razor and the other a bowl of water."
285,Allerdings wurde das Rasieren nicht durchgängig einheitlich gehandhabt.,3.4,"However, shaving was not consistently handled."
286,Mittelalterliche Bildquellen zeigen sowohl glattrasierte Kleriker als auch solche mit Vollbärten.,4.2,Medieval pictorial sources show both clean-shaven clerics and those with full beards.
287,"Spätestens im 14 Jahrhundert etablierte sich das Handwerk der Barbiere, die neben medizinischen Tätigkeiten auch die Rasur vornahmen.",2.4,"At the latest in the 14th century, the craft of the barbers established itself, who, in addition to medical activities, also performed shaving."
288,"Da die Verwendung von Seifenschaum beim Rasieren erst später üblich wurde, war das Rasieren mit dem Messer zu jener Zeit eine schmerzhafte Prozedur.",2.5,"Since the use of soap lather in shaving became common only later, shaving with a knife was a painful procedure at that time."
289,"Erleichtert wurde der Vorgang allein in Badestuben, in denen Wasser oder Dämpfe das Barthaar vor der Verwendung des Rasiermessers erweichten.",3.571428571,The process was facilitated solely in bathhouses where water or vapors softened the beard hair before the razor was used.
290,"Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20 Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.",4.071428571,"Since the 20th century, work-life balance has been understood as the ability of working- age adults to devote themselves simultaneously to work and career on the one hand, and to family life and the care of children and dependants on the other, taking into account the difficulties that may arise."
291,"Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.",3.583333333,"If areas such as friendships and hobbies are also meant, the term ""compatibility of professional, private and family life"" is used more generally."
292,"Der englischsprachige Begriff Work-Life-Balance bezeichnet ein anzustrebendes Gleichgewicht im Allgemeinen, auch für Singles, und wird vor allem in Bezug auf betriebliche Aspekte wie etwa familienfreundliche Arbeitszeiten sowie auf Möglichkeiten zur Verbesserung des individuellen Gleichgewichts verwendet.",4.0,"The English-language term work-life balance refers to a balance to be striven for in general, also for singles, and is mainly used in relation to company aspects such as family- friendly working hours as well as to ways of improving the individual balance."
293,"Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.",4.9,"Enabling a balance between different spheres of life is regarded as an important socio- political challenge, as an operationally relevant issue with regard to economic efficiency and organisational culture, and as a socially, culturally and educationally significant issue with regard to the shaping of family culture."
294,Die Thematik berührt wichtige individuelle Fragen von Lebenseinstellung und Lebensstil.,1.625,The topic touches on important individual questions of attitude to life and lifestyle.
296,"Wurde die Vereinbarkeit von Familie und Beruf ursprünglich mehr als die Frage angesehen, ob sich Mutterschaft und Berufstätigkeit überhaupt vereinbaren lassen, entwickelte sich der gesellschaftliche Diskurs in den Industrienationen im Zuge der Emanzipation in die Richtung, wie sich für Mütter und Väter eine Berufstätigkeit mit der Erziehung der Kinder zeitlich vereinbaren lässt.",4.846153846,"Whereas the compatibility of family and work was originally seen more as a question of whether motherhood and employment could be reconciled at all, in the course of emancipation the social discourse in the industrialised nations developed in the direction of how mothers and fathers can reconcile a career with bringing up children in terms of time."
297,"Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.",5.071428571,"This discourse is based on the assumption that the parents want or have to work, that parental employment is therefore subjectively regarded as valuable, for example because it provides satisfaction, creates meaning, promotes social integration, secures economic existence or the standard of living, or because several of these reasons apply."
298,Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,3.307692308,Falling birth and fertility rates are affecting existing social and family policies as well as labour market policies in some countries.
299,"Angesichts der Veränderung der Altersstruktur und des Anstiegs der Lebenserwartung in vielen Ländern rückt inzwischen auch die Betreuung und Pflege älterer oder pflegebedürftiger Angehöriger stärker in den Mittelpunkt des Interesses, auch der Politik.",4.3,"In view of the change in the age structure and the increase in life expectancy in many countries, the care and nursing of elderly relatives or those in need of care is now also becoming more of a focus of interest, including in politics."
300,Parallel dazu findet eine gesellschaftspolitische Debatte statt und vollzieht sich ein allmählicher Paradigmenwechsel in Bezug auf Beschäftigungsmodelle sowie in Bezug auf das zugrunde liegende Gesellschafts- und Familienmodell.,3.285714286,"In parallel, a socio-political debate is taking place and a gradual paradigm shift is taking place in terms of employment models and in terms of the underlying social and family model."
301,"Diskutiert wird, inwieweit es wünschenswert sei, dass beide Eltern teilweise oder voll berufstätig sind, und wie die Unterstützung von Alleinerziehenden zu gestalten ist.",3.5,There is discussion about the desirability of both parents working part or full time and how to support lone parents.
302,Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.,2.4,"Until the 1950s and longer, the wife's unemployment - even in childless marriages - was part of the bourgeois family ideal."
303,Wortprägungen wie „weibliche Doppelverdiener“ wie auch der damals negativ konnotierte Begriff „Schlüsselkind“ wiesen zu dieser Zeit in Westdeutschland auf ungern gesehene Abweichungen vom Frauen- und Familienleitbild.,4.4,"Words such as ""female double earners"" as well as the then negatively connoted term ""latchkey child"" pointed to unwelcome deviations from the model of women and the family in West Germany at that time."
304,"Vielfach wurde vermutet, der technische Fortschritt des 20 Jahrhunderts werde mehrheitlich zur Verringerung der Arbeitszeit und zu einem Anwachsen der Freizeit führen.",4.0,It was often assumed that the technical progress of the 20th century would lead to a reduction in working hours and an increase in leisure time.
306,Diese Vorhersagen sind jedoch bisher nicht eingetreten.,1.8,"However, these predictions have not yet come true."
307,"Im Gegenteil stellt eine Familie heute dem Arbeitsmarkt im Durchschnitt tendenziell deutlich mehr Stunden Arbeitszeit zur Verfügung, als sie es Mitte des 20 Jahrhunderts tat.",3.0,"On the contrary, a family today tends to make significantly more hours of working time available to the labour market on average than it did in the mid-20th century."
308,"Es wird gesagt, die gegenwärtige Ausrichtung der Gesellschaft und ökonomische Zwänge hätten vielmehr zu einem Anwachsen des Konsums, zu längeren Arbeitszeiten und zu einer Abwertung des Lebensbereichs Familie geführt.",3.8,"It is said that the current orientation of society and economic constraints have rather led to an increase in consumption, to longer working hours and to a devaluation of the family sphere of life."
309,Um die Jahrtausendwende steht auch das Kindeswohl im Zentrum des Interesses.,1.666666667,"At the turn of the millennium, the welfare of the child is also the focus of interest."
