ID,Sentence DE,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
416,"In beiden Fällen wird die Versauerung auf die menschlichen Emissionen von Kohlenstoffdioxid zurückgeführt und mit 0,11 pH-Einheiten beziffert.",15.07619047619048,16.432857142857138,16.949412285714295,24.3771428571429,14.114285714285714,54.333333333333336,12.486832980505138,7.0,13.700957142857144,5.809523809523809,1.9047619047619047,21.0,1.0,0.9523809523809523,122.0,40.0,21.0,20.0,1.0,1.0,7.0,3.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1065,Mit dem Freifahrt-Ausweis können Sie kostenlos mit Bus und Bahn fahren.,6.790000000000003,7.727500000000003,10.642856750000004,67.75500000000002,8.133333333333333,37.0,8.477225575051662,3.0,12.1267,4.916666666666667,1.5,12.0,1.0,1.0,59.0,18.0,12.0,12.0,1.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
580,Der Glacier-Nationalpark ist seit 1976 ein Biosphärenreservat.,12.605000000000004,14.362500000000004,20.18978025,18.940000000000033,3.2,45.5,3.0,3.0,11.9283,6.75,2.125,8.0,1.0,1.0,54.0,17.0,8.0,8.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
765,Nur eines der Komiteemitglieder war für eine Vergabe.,11.130000000000003,9.063749999999999,13.574947875000003,29.515000000000022,3.2,33.0,3.0,2.0,7.9808,5.625,2.0,8.0,1.0,1.0,45.0,16.0,8.0,8.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Ohne dieses wäre die Entstehung von Leben und die nachfolgende Biologische Evolution auf der Erde unmöglich gewesen.,11.863529411764706,14.498823529411759,16.700253000000004,40.2858823529412,13.858823529411765,52.294117647058826,12.486832980505138,6.0,10.052641176470589,5.823529411764706,1.7647058823529411,17.0,1.0,0.9411764705882353,99.0,30.0,17.0,16.0,1.0,1.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1043,Manche Menschen können nicht alles alleine entscheiden.,10.740000000000002,14.367142857142852,20.291420000000002,30.53000000000002,14.228571428571428,49.857142857142854,10.745966692414834,3.0,8.495128571428571,6.857142857142857,2.0,7.0,1.0,1.0,48.0,14.0,7.0,7.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Sie gehören zu den frühesten Spuren vielzelliger Tiere weltweit.,11.520000000000003,11.853333333333332,16.84414322222223,28.50000000000002,16.933333333333334,53.44444444444444,12.486832980505138,4.0,11.100677777777777,6.111111111111111,2.0,9.0,1.0,1.0,55.0,18.0,9.0,9.0,1.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1031,Es gibt viele verschiedene Wohn-Formen für alte Menschen.,6.2755555555555596,8.189999999999998,12.270925777777776,66.10000000000001,8.044444444444444,31.22222222222222,8.477225575051662,2.0,9.346233333333332,5.333333333333333,1.5555555555555556,9.0,1.0,1.0,48.0,14.0,9.0,9.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,Mit der Völkerwanderung kam der Zerfall der römischen Badekultur.,12.831111111111113,12.376666666666672,17.497460000000004,19.100000000000016,8.044444444444444,53.44444444444444,8.477225575051662,4.0,11.100677777777777,6.222222222222222,2.111111111111111,9.0,1.0,0.7777777777777778,56.0,19.0,9.0,7.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
99,"Um die ergonomischste Rückenhaltung zu erreichen, sollte die Sitzhaltung idealerweise so sein, dass die imaginäre Linie zwischen Schulterblatt und höchstem Punkt des Pedals senkrecht ist.",17.76,21.214000000000006,20.646751200000004,12.260000000000023,16.400000000000002,65.0,13.954451150103322,10.0,11.8241,6.4,2.0,25.0,1.0,0.92,160.0,50.0,25.0,23.0,1.0,1.0,10.0,4.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
835,"Die Großeltern väterlicherseits trugen noch traditionell jüdische Namen, Abraham und Hindel Einstein.",15.64,19.11,24.852496666666674,4.305000000000014,11.466666666666667,62.0,10.745966692414834,6.0,14.758366666666666,7.333333333333333,2.25,12.0,1.0,1.0,88.0,27.0,12.0,12.0,1.0,1.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
343,"Der Intergovernmental Panel on Climate Change (IPCC, Zwischenstaatlicher Ausschuss für Klimaänderungen) geht in seinem aktuellen Vierten Sachstandsbericht davon aus, dass sich die globale Durchschnittstemperatur bis 2100 abhängig vom weiteren Anstieg der Emissionen um 1,1 bis 6,4 °C erhöht.",22.430000000000003,27.536499999999997,19.62059765,5.495000000000033,19.0,75.0,12.486832980505138,14.0,15.0945,6.15,1.9,40.0,1.0,0.95,246.0,76.0,40.0,38.0,1.0,1.0,14.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1107,Über dieses Geld können Sie selbst entscheiden.,5.682857142857145,8.984285714285715,13.571590285714294,66.78714285714288,8.514285714285714,21.285714285714285,8.477225575051662,1.0,0.0,5.714285714285714,1.5714285714285714,7.0,1.0,1.0,40.0,11.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
506,"Das Klima in dieser Zeit war daher nicht nur heiß, sondern auch sehr trocken.",5.041428571428572,6.428571428571431,8.125159000000004,83.85357142857144,5.6000000000000005,28.285714285714285,3.0,2.0,7.714471428571429,4.428571428571429,1.2857142857142858,14.0,1.0,1.0,62.0,18.0,14.0,14.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
778,"Sie bildeten riesige Kolonialreiche, die ihnen immense Reichtümer einbrachten.",16.764444444444447,18.656666666666666,25.337261333333338,-9.100000000000003,16.933333333333334,75.66666666666667,12.486832980505138,6.0,14.609566666666666,7.555555555555555,2.4444444444444446,9.0,1.0,1.0,68.0,22.0,9.0,9.0,1.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
657,"Wiederverwendung war nur in Notzeiten, besonders während und nach Kriegen, ein Thema.",10.723333333333333,12.4375,16.522707750000002,39.555000000000014,8.133333333333333,53.666666666666664,8.477225575051662,5.0,8.1792,5.916666666666667,1.8333333333333333,12.0,1.0,1.0,71.0,22.0,12.0,12.0,1.0,1.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
574,Der Glacier-Nationalpark ist ein Nationalpark der Vereinigten Staaten im Hochgebirge der Rocky Mountains.,13.470000000000002,16.184999999999995,20.30485035714287,23.42500000000002,5.6000000000000005,64.0,3.0,7.0,12.225900000000001,6.5,2.0,14.0,1.0,0.8571428571428571,91.0,28.0,14.0,12.0,1.0,1.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1101,In der Freizeit machen wir viel zusammen.,5.682857142857145,4.947142857142854,8.531718000000001,66.78714285714288,8.514285714285714,35.57142857142857,8.477225575051662,2.0,6.239414285714286,4.857142857142857,1.5714285714285714,7.0,1.0,1.0,34.0,11.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
939,Somit hat das Europäische Parlament erstmals ein zumindest eingeschränktes Initiativrecht.,16.63,21.25,28.279276000000003,-6.354999999999983,12.0,70.0,10.745966692414834,6.0,10.448500000000001,8.0,2.4,10.0,1.0,1.0,80.0,24.0,10.0,10.0,1.0,1.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,"Als Grund dafür gab er an, dass er in der Frage „Freihandel oder Schutzzoll“ die Haltung der Liberalen teile, die für den Freihandel eintraten.",11.96166666666667,13.138750000000002,11.140678708333333,52.05,11.266666666666666,49.0,8.477225575051662,6.0,9.432316666666667,4.791666666666667,1.5416666666666667,24.0,1.0,0.8333333333333334,115.0,37.0,24.0,20.0,1.0,1.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
117,"Der Geldausgabeautomat war – noch vor dem PC – das erste Computerterminal, das breiten Bevölkerungsschichten weltweit zugänglich war.",17.2,19.54,23.508948000000004,0.2450000000000152,8.9,53.5,8.477225575051662,6.0,10.35135,7.0,2.25,16.0,1.0,0.875,112.0,36.0,16.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
948,"Die Geschichte der Europäischen Union ist durch ein Geflecht konkurrierender Motive und Entwicklungstendenzen charakterisiert, die zu unterschiedlichen Zeitpunkten jeweils richtungsgebend auf die Entwicklung der Gemeinschaft eingewirkt haben.",21.59925925925926,29.401111111111106,29.706634296296308,-11.703333333333287,18.20740740740741,75.14814814814815,15.24744871391589,13.0,11.408662962962964,7.925925925925926,2.259259259259259,27.0,1.0,0.9259259259259259,214.0,61.0,27.0,25.0,1.0,1.0,13.0,5.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
702,"Bis zu seinem Lebensende sollte er als Journalist und Buchautor einen geschliffenen Stil pflegen, der ihm den Nobelpreis für Literatur einbrachte.",15.07619047619048,16.88142857142857,17.509398095238097,24.3771428571429,12.20952380952381,59.095238095238095,10.745966692414834,8.0,11.445242857142857,5.904761904761905,1.9047619047619047,21.0,1.0,1.0,124.0,40.0,21.0,21.0,1.0,1.0,8.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
374,In den Ozeanen ist weltweit etwa 50-mal mehr Kohlenstoff enthalten als in der Atmosphäre.,7.566666666666666,9.306000000000001,11.2339756,67.53000000000003,8.666666666666668,48.333333333333336,8.477225575051662,5.0,9.643833333333333,4.933333333333334,1.4666666666666666,15.0,1.0,1.0,74.0,22.0,15.0,15.0,1.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
764,"Weiterhin gab es Zweifel, ob eine solche Vergabe im Sinne Alfred Nobels wäre, und auch praktische Schwierigkeiten, da Gandhi keine Nachfolgeorganisation hinterlassen hatte, der man den Preis hätte zusprechen können.",16.563333333333336,21.987000000000002,18.688054366666663,29.745000000000026,14.666666666666666,56.66666666666667,10.745966692414834,8.0,10.914166666666667,6.033333333333333,1.7333333333333334,30.0,1.0,1.0,181.0,52.0,30.0,30.0,1.0,1.0,8.0,2.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"Die Signale sind in einer vom Rand der Platte spiralförmig nach innen verlaufenden Rille gespeichert, deren Flanken die Schallschwingung des gespeicherten Signals abbilden.",15.953913043478263,20.377826086956524,20.74835547826087,21.646521739130463,17.895652173913046,62.130434782608695,15.24744871391589,9.0,13.702082608695653,6.434782608695652,1.9130434782608696,23.0,1.0,1.0,148.0,44.0,23.0,23.0,1.0,1.0,9.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
692,"Wie in England üblich, erbte nur der älteste Sohn des Herzogs diesen Titel, nicht aber dessen jüngerer Bruder, Churchills Vater Randolph .",12.828571428571426,14.414285714285718,14.429476142857144,40.4914285714286,12.20952380952381,49.57142857142857,10.745966692414834,6.0,11.445242857142857,5.380952380952381,1.7142857142857142,21.0,1.0,1.0,113.0,36.0,21.0,21.0,1.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
787,"Damals kaufte die konservative Regierung Disraeli für 4 Millionen Pfund die Aktienanteile des ägyptischen Herrschers Ismail an der Sueskanal-Gesellschaft auf, um diesen strategisch wichtigen Handelsweg nach Indien zu sichern.",18.136666666666667,24.028,21.2359898,18.465000000000025,17.333333333333336,73.33333333333334,13.954451150103322,13.0,13.0195,6.466666666666667,1.8666666666666667,30.0,1.0,0.9666666666666667,194.0,56.0,30.0,29.0,1.0,1.0,13.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
511,"Nachdem das erste Wasser kondensiert war, entstand allmählich der Wasserkreislauf und damit die Hydrosphäre.",12.62714285714286,16.85785714285715,21.144829071428575,29.467857142857163,11.314285714285715,56.857142857142854,10.745966692414834,6.0,9.970185714285716,6.642857142857143,1.9285714285714286,14.0,1.0,1.0,93.0,27.0,14.0,14.0,1.0,1.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
686,"Im Jahr 1951 erneut zum Premierminister gewählt, trat er nach einem Schlaganfall 1955 zurück.",10.098571428571429,11.811428571428571,14.844988714285716,47.596428571428596,5.6000000000000005,35.42857142857143,3.0,3.0,11.098042857142858,5.571428571428571,1.7142857142857142,14.0,1.0,1.0,78.0,24.0,14.0,14.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,"Nach einer Zusammenfassung der britischen Royal Society weist das Oberflächenwasser der Meere heute bis in eine Tiefe von 50 m typischerweise pH-Werte zwischen 7,9 und 8,25 auf, mit einem Durchschnittswert von 8,08.",17.018378378378376,19.728918918918914,11.68639054054054,38.95027027027027,16.962162162162162,55.91891891891892,10.745966692414834,7.0,14.433591891891894,4.8108108108108105,1.5405405405405406,37.0,1.0,0.918918918918919,178.0,57.0,37.0,34.0,1.0,1.0,7.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
528,"Dieser Temperaturgradient ist mit etwa 1 K/km viel zu klein, als dass Wärmeleitung einen wesentlichen Beitrag zum Wärmetransport leisten könnte.",14.514285714285716,16.432857142857138,16.949412285714295,28.40571428571431,10.304761904761905,49.57142857142857,8.477225575051662,6.0,12.197147619047618,5.809523809523809,1.8571428571428572,21.0,1.0,1.0,122.0,39.0,21.0,21.0,1.0,1.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
961,In dem am 7 Februar 1992 in Maastricht von den Außenministern unterzeichneten Vertrag über die Europäische Union (geläufig als „Vertrag von Maastricht“ oder „Unionsvertrag“) war außerdem die Zusammenarbeit in der Justiz- und Innenpolitik festgeschrieben sowie die Einführung einer gemeinsamen Währung bis spätestens 1 Januar 1999 vereinbart.,25.950000000000006,31.058695652173917,20.368974434782615,-9.054999999999978,24.48695652173913,87.30434782608695,17.491376746189438,19.0,13.469839130434783,6.260869565217392,2.0,46.0,1.0,0.8695652173913043,288.0,92.0,46.0,40.0,1.0,1.0,19.0,7.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
206,"Im Alltag sind mit dem Begriff Würfel meist nur diese Sechsseiter gemeint, und so wurde der Name für den geometrischen Körper übernommen.",11.22636363636364,13.976363636363637,13.322638454545459,53.75954545454549,12.436363636363637,44.72727272727273,10.745966692414834,5.0,11.187245454545454,5.181818181818182,1.5454545454545454,22.0,1.0,1.0,114.0,34.0,22.0,22.0,1.0,1.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Mit dieser Temperaturspanne ist Montana der Bundesstaat mit dem größten gemessenen Temperaturunterschied.,18.59,21.072499999999998,27.302434583333337,-16.84499999999999,8.133333333333333,62.0,8.477225575051662,6.0,10.810866666666668,7.75,2.5,12.0,1.0,1.0,93.0,30.0,12.0,12.0,1.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
753,Die Vergabe des Friedensnobelpreises ist besonders stark geprägt von Widersprüchen und ist entsprechend umstritten.,15.15571428571429,19.549285714285716,24.50474392857143,11.339285714285731,14.171428571428573,64.0,12.486832980505138,7.0,11.098042857142858,7.214285714285714,2.142857142857143,14.0,1.0,0.9285714285714286,101.0,30.0,14.0,13.0,1.0,1.0,7.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
467,"Deshalb ist für jede der betroffenen Regionen gesondert zu prüfen, welche Faktoren für den Rückgang der Gletscher ursächlich und gegebenenfalls dominierend sind.",16.59,19.114545454545457,19.73702136363636,15.305000000000021,17.89090909090909,67.45454545454545,15.24744871391589,10.0,11.904972727272728,6.2727272727272725,2.0,22.0,1.0,0.9090909090909091,138.0,44.0,22.0,20.0,1.0,1.0,10.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",19.032173913043476,22.630434782608695,23.56045813043478,-0.423043478260837,16.156521739130437,70.82608695652175,13.954451150103322,11.0,11.642517391304349,6.913043478260869,2.1739130434782608,23.0,1.0,0.9565217391304348,159.0,50.0,23.0,22.0,1.0,1.0,11.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
327,"Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.",20.890000000000004,28.424,26.723850733333336,-1.2749999999999844,14.666666666666666,76.66666666666666,10.745966692414834,14.0,12.493166666666667,7.4,2.1,30.0,1.0,0.9,222.0,63.0,30.0,27.0,1.0,1.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1033,Jeder Mensch soll eine Berufs-Ausbildung machen können.,9.655000000000001,10.24125,15.044910625000004,40.09000000000001,3.2,20.5,3.0,1.0,7.9808,5.875,1.875,8.0,1.0,1.0,47.0,15.0,8.0,8.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
894,"Zuletzt zogen die Teilnehmer zur Arrestanstalt, um die verhafteten Matrosen zu befreien.",12.690000000000001,14.0075,18.482658083333334,25.45500000000002,8.133333333333333,62.0,8.477225575051662,6.0,12.1267,6.25,2.0,12.0,1.0,0.9166666666666666,75.0,24.0,12.0,11.0,1.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,Insgesamt ähnelt das Gesetzgebungsverfahren dem deutschen Gesetzgebungsverfahren zwischen Bundestag und Bundesrat.,21.954545454545457,28.172727272727272,36.56622990909092,-42.7481818181818,4.4,74.63636363636363,3.0,7.0,11.359372727272728,9.363636363636363,2.8181818181818183,11.0,1.0,0.9090909090909091,103.0,31.0,11.0,10.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Heutzutage sind neben einem Standard-PC auch PC-typische Betriebssysteme im Einsatz.,8.756666666666668,12.829999999999998,17.01269533333334,53.65500000000001,4.800000000000001,53.666666666666664,3.0,5.0,12.1267,6.0,1.6666666666666667,12.0,1.0,0.9166666666666666,72.0,20.0,12.0,11.0,1.0,1.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,"Die Matrosen und Heizer versuchten nun, ein erneutes Auslaufen zu verhindern und die Freilassung ihrer Kameraden zu erreichen.",15.685555555555556,15.568333333333335,17.50790583333334,14.665000000000031,16.08888888888889,62.44444444444444,13.954451150103322,8.0,10.669855555555557,5.944444444444445,2.0555555555555554,18.0,1.0,0.8888888888888888,107.0,37.0,18.0,16.0,1.0,1.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1110,Sie können mit dem Geld einen Betreuer bezahlen.,6.705000000000002,6.120000000000001,9.900041000000005,61.240000000000016,8.200000000000001,33.0,8.477225575051662,2.0,7.9808,5.0,1.625,8.0,1.0,1.0,40.0,13.0,8.0,8.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
812,"Die meisten deutschen Besitzungen in Afrika wurden rasch eingenommen; Australien und Neuseeland besetzten die deutschen Besitzungen im Pazifik, Deutsch-Neuguinea und Samoa.",12.3,15.755454545454548,21.06480454545455,26.47000000000002,8.036363636363637,65.54545454545455,8.477225575051662,6.0,12.794827272727273,6.7272727272727275,2.0,11.0,2.0,0.8636363636363636,148.0,44.0,22.0,19.0,2.0,1.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
315,"Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa und in den einzelnen europäischen Staaten zB Deutschland, Österreich und der Schweiz.",19.383750000000003,22.83,18.5536995,13.086250000000028,16.55,69.5,12.486832980505138,12.0,10.158075,6.0,1.90625,32.0,1.0,0.8125,192.0,61.0,32.0,26.0,1.0,1.0,12.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
806,"Um die Jahrhundertwende nahmen die Befürchtungen zu, Großbritannien werde nicht mehr in der Lage sein, das gesamte Empire zu verteidigen und gleichzeitig die „splendid isolation“ zu bewahren.",16.35481481481482,19.98111111111111,17.946932296296303,25.89666666666668,16.725925925925925,60.333333333333336,13.954451150103322,9.0,10.239033333333332,5.925925925925926,1.8148148148148149,27.0,1.0,0.8518518518518519,160.0,49.0,27.0,23.0,1.0,1.0,9.0,4.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
735,Das Komitee selbst wählt aus seinen Reihen den Vorsitzenden und dessen Stellvertreter.,10.723333333333333,13.615000000000002,17.992670500000003,39.555000000000014,4.800000000000001,37.0,3.0,3.0,10.810866666666668,6.166666666666667,1.8333333333333333,12.0,1.0,1.0,74.0,22.0,12.0,12.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158,Die Standardstückelung des ausgezahlten Geldes kann sich unterscheiden.,15.555000000000003,19.661250000000003,26.804612625000004,-2.209999999999974,13.200000000000001,45.5,10.745966692414834,3.0,11.9283,7.875,2.375,8.0,1.0,1.0,63.0,19.0,8.0,8.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
732,"Das Komitee zur Vergabe des Friedensnobelpreises besteht aus fünf Personen, die vom norwegischen Parlament ausgewählt und ernannt werden.",15.685555555555556,18.446666666666665,21.101148111111115,14.665000000000031,11.644444444444446,68.0,10.745966692414834,9.0,9.792633333333333,6.555555555555555,2.0555555555555554,18.0,1.0,1.0,118.0,37.0,18.0,18.0,1.0,1.0,9.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1047,Aber es gibt noch besondere Regeln für behinderte Menschen.,7.58666666666667,9.236666666666665,13.57755933333333,56.70000000000001,12.488888888888889,42.333333333333336,10.745966692414834,3.0,9.346233333333332,5.555555555555555,1.6666666666666667,9.0,1.0,1.0,50.0,15.0,9.0,9.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
991,"Zusammen mit seinen Eltern lebte King Junior bis 1941 in der Auburn Avenue 501, einer Straße, in der fast ausschließlich wohlhabende Schwarze wohnten.",10.823478260869567,15.667826086956524,14.868504478260874,58.429130434782635,12.678260869565218,44.73913043478261,10.745966692414834,5.0,12.329039130434783,5.434782608695652,1.4782608695652173,23.0,1.0,0.9130434782608695,125.0,34.0,23.0,21.0,1.0,1.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Nebenbei werden diese Formen wegen ihrer Symmetrie als besonders ästhetisch empfunden.,12.3,16.183636363636367,21.59933645454546,26.47000000000002,15.309090909090907,56.45454545454545,12.486832980505138,5.0,11.359372727272728,6.818181818181818,2.0,11.0,1.0,1.0,75.0,22.0,11.0,11.0,1.0,1.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,"Dies gilt besonders für den Friedensnobelpreis des Jahres 1973, als Henry Kissinger (USA) und Lê ??c Th? (Vietnam) (verzichtete auf den Preis) für das Friedensabkommen von 1973 in Vietnam ausgezeichnet wurden.",10.248548387096779,11.84516129032258,14.155338193548388,49.19282258064517,10.070967741935485,41.306451612903224,9.70820393249937,4.0,11.026912903225806,5.419354838709677,1.6774193548387097,15.5,2.0,0.8709677419354839,168.0,52.0,31.0,27.0,2.0,1.0,8.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,"Die Neigung eines Polymers, bei der Wiederverarbeitung zu degradieren, hängt vom gewählten Aufbereitungsverfahren ab und vom jeweiligen Grundpolymertyp sowie dem Gehalt an Additiven, die den thermisch-oxidativen Abbau der Molekülketten bei der Verarbeitung stark herabsetzen können.",24.344444444444452,28.362500000000004,23.066321361111115,-15.354999999999997,19.955555555555556,74.88888888888889,15.24744871391589,14.0,12.878488888888889,6.75,2.1944444444444446,36.0,1.0,0.8888888888888888,243.0,79.0,36.0,32.0,1.0,1.0,14.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
577,"Er wurde am 11 Mai 1910 unter Schutz gestellt, wird vom National Park Service verwaltet und dient wegen seiner langen Forschungsgeschichte als Referenzgebiet für die Erforschung der Klimageschichte und der globalen Erwärmung.",17.540000000000003,22.83,18.5536995,26.305000000000028,15.3,63.25,10.745966692414834,10.0,12.131825000000001,6.0,1.75,32.0,1.0,0.9375,192.0,56.0,32.0,30.0,1.0,1.0,10.0,2.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
34,"Das Dampfbad, heute zur Sauna gezählt, diente ebenfalls diesem Zweck.",6.010000000000002,10.417000000000002,14.755618700000007,69.78500000000003,8.0,40.0,8.477225575051662,3.0,12.0275,5.7,1.5,10.0,1.0,1.0,57.0,15.0,10.0,10.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,"In Österreich ist der Begriff Bankautomat bzw Bankomat etabliert, in der Schweiz und in Liechtenstein wird der Begriff Bancomat für Automaten, deren Betreiber eine Bank ist, sowie Postomat für Automaten der Post verwendet.",19.092121212121217,21.617272727272727,16.443590121212125,16.958181818181835,15.624242424242425,75.42424242424242,10.745966692414834,14.0,11.97208787878788,5.636363636363637,1.8484848484848484,33.0,1.0,0.7575757575757576,186.0,61.0,33.0,25.0,1.0,1.0,14.0,2.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
693,Winston Churchill galt demnach als Bürgerlicher.,10.350000000000001,14.54,20.42693966666667,31.54500000000002,2.4000000000000004,72.66666666666667,3.0,4.0,17.092433333333332,7.0,2.0,6.0,1.0,1.0,42.0,12.0,6.0,6.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
